user_id,start_time_iso,end_time_iso,model,api_key_name,api_key,type,price,amount
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-16T00:00:00+08:00,2026-08-17T00:00:00+08:00,deepseek-v4-flash,CC,sk-79f3f***********************8314,input_cache_hit_tokens,0.00000002,2228736
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-16T00:00:00+08:00,2026-08-17T00:00:00+08:00,deepseek-v4-flash,CC,sk-79f3f***********************8314,output_tokens,0.000002,40908
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-16T00:00:00+08:00,2026-08-17T00:00:00+08:00,deepseek-v4-flash,CC,sk-79f3f***********************8314,input_cache_miss_tokens,0.000001,49346
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-16T00:00:00+08:00,2026-08-17T00:00:00+08:00,deepseek-v4-flash,CC,sk-79f3f***********************8314,request_count,,42
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-17T00:00:00+08:00,2026-08-18T00:00:00+08:00,deepseek-v4-flash,DSH,sk-3e439***********************27cd,input_cache_miss_tokens,0.000003,231596
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-17T00:00:00+08:00,2026-08-18T00:00:00+08:00,deepseek-v4-flash,CC,sk-79f3f***********************8314,input_cache_miss_tokens,0.0000015,7379
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-17T00:00:00+08:00,2026-08-18T00:00:00+08:00,deepseek-v4-flash,DSH,sk-3e439***********************27cd,request_count,,493
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-17T00:00:00+08:00,2026-08-18T00:00:00+08:00,deepseek-v4-flash,DSH,sk-3e439***********************27cd,output_tokens,0.000009,169621
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-17T00:00:00+08:00,2026-08-18T00:00:00+08:00,deepseek-v4-flash,CC,sk-79f3f***********************8314,request_count,,10
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-17T00:00:00+08:00,2026-08-18T00:00:00+08:00,deepseek-v4-flash,CC,sk-79f3f***********************8314,input_cache_hit_tokens,0.00000005,887040
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-17T00:00:00+08:00,2026-08-18T00:00:00+08:00,deepseek-v4-flash,DSH,sk-3e439***********************27cd,input_cache_hit_tokens,0.00000005,39803776
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-17T00:00:00+08:00,2026-08-18T00:00:00+08:00,deepseek-v4-flash,DSH,sk-3e439***********************27cd,output_tokens,0.0000045,284279
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-17T00:00:00+08:00,2026-08-18T00:00:00+08:00,deepseek-v4-flash,CC,sk-79f3f***********************8314,output_tokens,0.0000045,9831
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-17T00:00:00+08:00,2026-08-18T00:00:00+08:00,deepseek-v4-flash,DSH,sk-3e439***********************27cd,input_cache_miss_tokens,0.0000015,876582
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-17T00:00:00+08:00,2026-08-18T00:00:00+08:00,deepseek-v4-flash,DSH,sk-3e439***********************27cd,input_cache_hit_tokens,0.0000001,14622720
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-18T00:00:00+08:00,2026-08-19T00:00:00+08:00,deepseek-v4-pro,DSH,sk-3e439***********************27cd,output_tokens,0.000027,61582
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-18T00:00:00+08:00,2026-08-19T00:00:00+08:00,deepseek-v4-pro,DSH,sk-3e439***********************27cd,output_tokens,0.0000135,221297
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-18T00:00:00+08:00,2026-08-19T00:00:00+08:00,deepseek-v4-pro,DSH,sk-3e439***********************27cd,input_cache_hit_tokens,0.0000003,16988288
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-18T00:00:00+08:00,2026-08-19T00:00:00+08:00,deepseek-v4-pro,DSH,sk-3e439***********************27cd,input_cache_miss_tokens,0.0000045,93189
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-18T00:00:00+08:00,2026-08-19T00:00:00+08:00,deepseek-v4-pro,DSH,sk-3e439***********************27cd,request_count,,281
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-18T00:00:00+08:00,2026-08-19T00:00:00+08:00,deepseek-v4-pro,DSH,sk-3e439***********************27cd,input_cache_miss_tokens,0.000009,16334
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-18T00:00:00+08:00,2026-08-19T00:00:00+08:00,deepseek-v4-pro,DSH,sk-3e439***********************27cd,input_cache_hit_tokens,0.00000015,36225920
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-18T00:00:00+08:00,2026-08-19T00:00:00+08:00,deepseek-v4-flash,DSH,sk-3e439***********************27cd,output_tokens,0.000009,87175
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-18T00:00:00+08:00,2026-08-19T00:00:00+08:00,deepseek-v4-flash,DSH,sk-3e439***********************27cd,input_cache_hit_tokens,0.00000005,9900800
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-18T00:00:00+08:00,2026-08-19T00:00:00+08:00,deepseek-v4-flash,DSH,sk-3e439***********************27cd,input_cache_miss_tokens,0.0000015,177478
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-18T00:00:00+08:00,2026-08-19T00:00:00+08:00,deepseek-v4-flash,DSH,sk-3e439***********************27cd,request_count,,246
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-18T00:00:00+08:00,2026-08-19T00:00:00+08:00,deepseek-v4-flash,DSH,sk-3e439***********************27cd,input_cache_hit_tokens,0.0000001,61921280
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-18T00:00:00+08:00,2026-08-19T00:00:00+08:00,deepseek-v4-flash,DSH,sk-3e439***********************27cd,output_tokens,0.0000045,101483
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-18T00:00:00+08:00,2026-08-19T00:00:00+08:00,deepseek-v4-flash,DSH,sk-3e439***********************27cd,input_cache_miss_tokens,0.000003,405742
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-19T00:00:00+08:00,2026-08-20T00:00:00+08:00,deepseek-v4-flash,DSH,sk-3e439***********************27cd,request_count,,71
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-19T00:00:00+08:00,2026-08-20T00:00:00+08:00,deepseek-v4-flash,DSH,sk-3e439***********************27cd,output_tokens,0.0000045,41769
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-19T00:00:00+08:00,2026-08-20T00:00:00+08:00,deepseek-v4-flash,DSH,sk-3e439***********************27cd,input_cache_miss_tokens,0.0000015,55963
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-19T00:00:00+08:00,2026-08-20T00:00:00+08:00,deepseek-v4-flash,DSH,sk-3e439***********************27cd,input_cache_hit_tokens,0.00000005,3107072
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-21T00:00:00+08:00,2026-08-22T00:00:00+08:00,deepseek-v4-flash,DSH,sk-3e439***********************27cd,input_cache_hit_tokens,0.00000005,110592
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-21T00:00:00+08:00,2026-08-22T00:00:00+08:00,deepseek-v4-flash,DSH,sk-3e439***********************27cd,request_count,,10
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-21T00:00:00+08:00,2026-08-22T00:00:00+08:00,deepseek-v4-flash,DSH,sk-3e439***********************27cd,output_tokens,0.0000045,5498
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-21T00:00:00+08:00,2026-08-22T00:00:00+08:00,deepseek-v4-flash,DSH,sk-3e439***********************27cd,output_tokens,0.000009,700
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-21T00:00:00+08:00,2026-08-22T00:00:00+08:00,deepseek-v4-flash,DSH,sk-3e439***********************27cd,input_cache_miss_tokens,0.0000015,3173
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-21T00:00:00+08:00,2026-08-22T00:00:00+08:00,deepseek-v4-flash,DSH,sk-3e439***********************27cd,input_cache_hit_tokens,0.0000001,256
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-21T00:00:00+08:00,2026-08-22T00:00:00+08:00,deepseek-v4-flash,DSH,sk-3e439***********************27cd,input_cache_miss_tokens,0.000003,10797
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-22T00:00:00+08:00,2026-08-23T00:00:00+08:00,deepseek-v4-flash-vision-exp,DSH,sk-9267e***********************5047,input_cache_hit_tokens,0.00000005,1129856
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-22T00:00:00+08:00,2026-08-23T00:00:00+08:00,deepseek-v4-flash-vision-exp,DSH,sk-9267e***********************5047,request_count,,34
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-22T00:00:00+08:00,2026-08-23T00:00:00+08:00,deepseek-v4-flash-vision-exp,DSH,sk-9267e***********************5047,input_cache_miss_tokens,0.0000015,53220
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-22T00:00:00+08:00,2026-08-23T00:00:00+08:00,deepseek-v4-flash-vision-exp,DSH,sk-9267e***********************5047,output_tokens,0.0000045,64203
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-22T00:00:00+08:00,2026-08-23T00:00:00+08:00,deepseek-v4-flash,DSH,sk-9267e***********************5047,input_cache_hit_tokens,0.00000005,17332096
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-22T00:00:00+08:00,2026-08-23T00:00:00+08:00,deepseek-v4-flash,DSH,sk-9267e***********************5047,request_count,,204
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-22T00:00:00+08:00,2026-08-23T00:00:00+08:00,deepseek-v4-flash,DSH,sk-9267e***********************5047,input_cache_miss_tokens,0.0000015,594847
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-22T00:00:00+08:00,2026-08-23T00:00:00+08:00,deepseek-v4-flash,DSH,sk-9267e***********************5047,output_tokens,0.0000045,230773
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-23T00:00:00+08:00,2026-08-24T00:00:00+08:00,deepseek-v4-flash,DSH,sk-9267e***********************5047,input_cache_hit_tokens,0.00000005,5444224
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-23T00:00:00+08:00,2026-08-24T00:00:00+08:00,deepseek-v4-flash,DSH,sk-9267e***********************5047,output_tokens,0.0000045,25682
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-23T00:00:00+08:00,2026-08-24T00:00:00+08:00,deepseek-v4-flash,DSH,sk-9267e***********************5047,request_count,,29
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-23T00:00:00+08:00,2026-08-24T00:00:00+08:00,deepseek-v4-flash,DSH,sk-9267e***********************5047,input_cache_miss_tokens,0.0000015,16486
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-24T00:00:00+08:00,2026-08-25T00:00:00+08:00,deepseek-v4-flash-vision-exp,DSH,sk-9267e***********************5047,output_tokens,0.000009,455534
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-24T00:00:00+08:00,2026-08-25T00:00:00+08:00,deepseek-v4-flash-vision-exp,DSH,sk-9267e***********************5047,output_tokens,0.0000045,205819
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-24T00:00:00+08:00,2026-08-25T00:00:00+08:00,deepseek-v4-flash-vision-exp,DSH,sk-9267e***********************5047,input_cache_hit_tokens,0.00000005,51623424
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-24T00:00:00+08:00,2026-08-25T00:00:00+08:00,deepseek-v4-flash-vision-exp,DSH,sk-9267e***********************5047,request_count,,589
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-24T00:00:00+08:00,2026-08-25T00:00:00+08:00,deepseek-v4-flash-vision-exp,DSH,sk-9267e***********************5047,input_cache_miss_tokens,0.000003,745070
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-24T00:00:00+08:00,2026-08-25T00:00:00+08:00,deepseek-v4-flash-vision-exp,DSH,sk-9267e***********************5047,input_cache_hit_tokens,0.0000001,64160512
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-24T00:00:00+08:00,2026-08-25T00:00:00+08:00,deepseek-v4-flash-vision-exp,DSH,sk-9267e***********************5047,input_cache_miss_tokens,0.0000015,1162833
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-24T00:00:00+08:00,2026-08-25T00:00:00+08:00,deepseek-v4-pro,DSH,sk-9267e***********************5047,input_cache_miss_tokens,0.0000045,108814
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-24T00:00:00+08:00,2026-08-25T00:00:00+08:00,deepseek-v4-pro,DSH,sk-9267e***********************5047,input_cache_hit_tokens,0.00000015,5921280
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-24T00:00:00+08:00,2026-08-25T00:00:00+08:00,deepseek-v4-pro,OLED模拟器,sk-fe070***********************523d,output_tokens,0.000027,4330
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-24T00:00:00+08:00,2026-08-25T00:00:00+08:00,deepseek-v4-pro,OLED模拟器,sk-fe070***********************523d,input_cache_miss_tokens,0.000009,943
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-24T00:00:00+08:00,2026-08-25T00:00:00+08:00,deepseek-v4-pro,OLED模拟器,sk-fe070***********************523d,request_count,,4
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-24T00:00:00+08:00,2026-08-25T00:00:00+08:00,deepseek-v4-pro,DSH,sk-9267e***********************5047,output_tokens,0.0000135,44745
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-24T00:00:00+08:00,2026-08-25T00:00:00+08:00,deepseek-v4-pro,DSH,sk-9267e***********************5047,request_count,,68
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-24T00:00:00+08:00,2026-08-25T00:00:00+08:00,deepseek-v4-flash,DSH,sk-9267e***********************5047,input_cache_miss_tokens,0.0000015,1039373
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-24T00:00:00+08:00,2026-08-25T00:00:00+08:00,deepseek-v4-flash,OLED模拟器,sk-fe070***********************523d,input_cache_miss_tokens,0.0000015,222
Wechat-8e63acca-c373-4e26-98eb-3c0cd4849fcc,2026-08-24T00:00:00+08:00,2026-08-25T00:00:00+08:00,deepseek-v4-flash,DSH,sk-9267e***********************5047,input_cache_hit_tokens,0.00000005,33805440
